trial_number,n_clusters,linkage,metric,combined_score,silhouette,davies_bouldin,sse,n_merge_steps,h_max,intra_dist_mean,inter_dist_mean,ratio_intra_inter,trial_duration_sec
0,6,average,manhattan,0.8054712513508143,0.7385962496957349,0.3223456029613805,115.81278571939394,270,5.943150298750913,0.7894193472102629,4.5666779025844875,0.17286512516315683,0.04733920097351074
1,5,average,cosine,0.47445406333620005,0.0017751277364180835,1.2063231496283924,311.82033420471333,270,1.5114485504569988,0.7068767580078307,1.6082509833262926,0.43953137000132975,0.047823190689086914
2,7,single,cosine,0.4178798698605484,-0.11082667798350847,1.52051040725088,310.4281269162008,270,0.05235135099869648,0.687371582002764,1.7675511283984495,0.3888835637955162,0.04687643051147461
6,8,average,cosine,0.4222053667621569,0.07046536626751486,1.812061976448109,239.67598309008622,270,1.5114485504569988,0.5629563679189545,1.6206542243314312,0.34736365072003167,0.04816722869873047
7,6,single,cosine,0.4385693489692679,-0.10636971135255638,1.3174565289700517,318.51541489429326,270,0.05235135099869648,0.703050943355146,1.7626202586455553,0.3988669368267617,0.039139747619628906
8,14,average,manhattan,0.6578113156008178,0.41184854793375847,0.6120735241248711,39.6171043727205,270,5.943150298750913,0.4819474094270099,1.9058357614279111,0.25287982269031783,0.05111837387084961
9,16,single,cosine,0.3828238525025674,0.05387018527303983,2.245692395274379,140.14876808194433,270,0.05235135099869648,0.46082698613186496,1.7598928471144695,0.2618494568502723,0.0531766414642334
10,9,complete,euclidean,0.681608177026097,0.4318037450277188,0.5294414970824252,49.18659372937905,270,8.47197799162543,0.49039259073853986,1.9016234882609995,0.25788101260083673,0.0555264949798584
11,9,complete,euclidean,0.681608177026097,0.4318037450277188,0.5294414970824252,49.18659372937905,270,8.47197799162543,0.49039259073853986,1.9016234882609995,0.25788101260083673,0.05200600624084473
12,10,complete,euclidean,0.6743407855434329,0.4300626354456225,0.5577657832109911,45.68354378474041,270,8.47197799162543,0.48876228430210206,1.9006459112881675,0.2571558865325867,0.04829001426696777
13,12,complete,euclidean,0.6703326521967284,0.4302916812474662,0.5746944114037061,32.77987549084587,270,8.47197799162543,0.41482239247785746,1.7246162275671353,0.24053026165873118,0.050054073333740234
14,7,complete,euclidean,0.716722045774085,0.5582725604417257,0.4943564926857528,90.05326250751335,270,8.47197799162543,0.6984606375091315,3.644999516462464,0.19162159949661892,0.039475440979003906
15,5,average,manhattan,0.8106473933025041,0.7551892365832312,0.3170323987646785,119.17436406781049,270,5.943150298750913,0.789858640862411,4.572564141759008,0.17273866836527077,0.02590465545654297
16,5,average,manhattan,0.8106473933025041,0.7551892365832312,0.3170323987646785,119.17436406781049,270,5.943150298750913,0.789858640862411,4.572564141759008,0.17273866836527077,0.024472713470458984
17,5,average,manhattan,0.8106473933025041,0.7551892365832312,0.3170323987646785,119.17436406781049,270,5.943150298750913,0.789858640862411,4.572564141759008,0.17273866836527077,0.024805068969726562
18,5,average,manhattan,0.8106473933025041,0.7551892365832312,0.3170323987646785,119.17436406781049,270,5.943150298750913,0.789858640862411,4.572564141759008,0.17273866836527077,0.024651050567626953
19,7,average,manhattan,0.7297795362084378,0.5526997144679189,0.44316921281966576,95.9484683183918,270,5.943150298750913,0.726772412084953,3.818030907116897,0.1903526791074536,0.04483461380004883
20,12,average,manhattan,0.6737201910999159,0.4147237362763201,0.5468963145247365,41.62432614274552,270,5.943150298750913,0.4825471443365221,1.9068590111889219,0.25305863805599454,0.05441093444824219
21,5,average,manhattan,0.8106473933025041,0.7551892365832312,0.3170323987646785,119.17436406781049,270,5.943150298750913,0.789858640862411,4.572564141759008,0.17273866836527077,0.03492379188537598
22,6,average,manhattan,0.8054712513508143,0.7385962496957349,0.3223456029613805,115.81278571939394,270,5.943150298750913,0.7894193472102629,4.5666779025844875,0.17286512516315683,0.02502298355102539
23,5,average,manhattan,0.8106473933025041,0.7551892365832312,0.3170323987646785,119.17436406781049,270,5.943150298750913,0.789858640862411,4.572564141759008,0.17273866836527077,0.02472972869873047
24,8,average,manhattan,0.7144138411085527,0.5114229238309649,0.46758193624818956,85.34466842955842,270,5.943150298750913,0.6934141846295391,3.5764188607987073,0.19388505978141715,0.025500774383544922
25,6,average,manhattan,0.8054712513508143,0.7385962496957349,0.3223456029613805,115.81278571939394,270,5.943150298750913,0.7894193472102629,4.5666779025844875,0.17286512516315683,0.029473304748535156
26,8,average,manhattan,0.7144138411085527,0.5114229238309649,0.46758193624818956,85.34466842955842,270,5.943150298750913,0.6934141846295391,3.5764188607987073,0.19388505978141715,0.04328036308288574
27,5,average,manhattan,0.8106473933025041,0.7551892365832312,0.3170323987646785,119.17436406781049,270,5.943150298750913,0.789858640862411,4.572564141759008,0.17273866836527077,0.045900821685791016
29,6,average,manhattan,0.8054712513508143,0.7385962496957349,0.3223456029613805,115.81278571939394,270,5.943150298750913,0.7894193472102629,4.5666779025844875,0.17286512516315683,0.05051851272583008
30,11,single,manhattan,0.7252658522450444,0.5291609921586756,0.4416765463083976,105.19451369588153,270,2.469347238448298,0.7669270017776084,4.349630686999135,0.17632002736916147,0.05194234848022461
31,5,average,manhattan,0.8106473933025041,0.7551892365832312,0.3170323987646785,119.17436406781049,270,5.943150298750913,0.789858640862411,4.572564141759008,0.17273866836527077,0.05116581916809082
32,5,average,manhattan,0.8106473933025041,0.7551892365832312,0.3170323987646785,119.17436406781049,270,5.943150298750913,0.789858640862411,4.572564141759008,0.17273866836527077,0.048386573791503906
33,6,average,manhattan,0.8054712513508143,0.7385962496957349,0.3223456029613805,115.81278571939394,270,5.943150298750913,0.7894193472102629,4.5666779025844875,0.17286512516315683,0.04852557182312012
34,6,average,manhattan,0.8054712513508143,0.7385962496957349,0.3223456029613805,115.81278571939394,270,5.943150298750913,0.7894193472102629,4.5666779025844875,0.17286512516315683,0.05016756057739258
35,5,average,manhattan,0.8106473933025041,0.7551892365832312,0.3170323987646785,119.17436406781049,270,5.943150298750913,0.789858640862411,4.572564141759008,0.17273866836527077,0.04645657539367676
37,5,average,cosine,0.47445406333620005,0.0017751277364180835,1.2063231496283924,311.82033420471333,270,1.5114485504569988,0.7068767580078307,1.6082509833262926,0.43953137000132975,0.049828529357910156
38,7,single,manhattan,0.7394905065167116,0.43877363553723314,0.31877022556679246,285.5903254307495,270,2.469347238448298,1.0520094820946084,4.745577911445848,0.22168205890309958,0.04857897758483887
39,8,average,cosine,0.4222053667621569,0.07046536626751486,1.812061976448109,239.67598309008622,270,1.5114485504569988,0.5629563679189545,1.6206542243314312,0.34736365072003167,0.05133676528930664
41,5,average,manhattan,0.8106473933025041,0.7551892365832312,0.3170323987646785,119.17436406781049,270,5.943150298750913,0.789858640862411,4.572564141759008,0.17273866836527077,0.04741525650024414
42,5,average,manhattan,0.8106473933025041,0.7551892365832312,0.3170323987646785,119.17436406781049,270,5.943150298750913,0.789858640862411,4.572564141759008,0.17273866836527077,0.04661059379577637
