trial_number,n_clusters,linkage,metric,combined_score,silhouette,davies_bouldin,sse,n_merge_steps,h_max,intra_dist_mean,inter_dist_mean,ratio_intra_inter,trial_duration_sec
32,9,single,euclidean,0.8063512245468255,0.7237710446843534,0.31101572891903206,89.8386745904399,299,2.0397776611975584,0.5986393640909539,3.6553162485926474,0.16377224934265958,0.05974626541137695
33,10,single,euclidean,0.7878375087343823,0.6614449635549178,0.3274050818115567,85.84647786436956,299,2.0397776611975584,0.597887244970065,3.650469137849091,0.1637836733834668,0.0600123405456543
34,8,single,euclidean,0.8103672783390019,0.6377983082698833,0.24540966005252215,248.31355454152293,299,2.0397776611975584,0.8844846705496835,3.8109821503971877,0.2320883792271944,0.05993342399597168
35,8,single,euclidean,0.8103672783390019,0.6377983082698833,0.24540966005252215,248.31355454152293,299,2.0397776611975584,0.8844846705496835,3.8109821503971877,0.2320883792271944,0.05694174766540527
36,8,single,cosine,0.559971501902883,0.11002148071344374,0.7716503875177718,143.9542731256173,299,0.05872668186307728,0.4939298245357771,1.8852155867647284,0.2620017721066915,0.05249762535095215
37,6,single,euclidean,0.7776534979071754,0.5275251096026387,0.26517973801501576,461.0737850043994,299,2.0397776611975584,1.215518588859929,4.813141744089778,0.25254161491343013,0.05738258361816406
39,8,complete,manhattan,0.7017011057372627,0.692243680283306,0.6408163092459334,74.45665390572997,299,9.899720974288877,0.5793936888120417,3.541046850615329,0.1636221471374197,0.057322025299072266
40,11,single,euclidean,0.8009973237502946,0.6713236976652343,0.29436824518369925,79.17793892228222,299,2.0397776611975584,0.5968480661777278,3.6437824684885483,0.16379903886664737,0.0602262020111084
41,8,single,euclidean,0.8103672783390019,0.6377983082698833,0.24540966005252215,248.31355454152293,299,2.0397776611975584,0.8844846705496835,3.8109821503971877,0.2320883792271944,0.05968761444091797
42,8,single,euclidean,0.8103672783390019,0.6377983082698833,0.24540966005252215,248.31355454152293,299,2.0397776611975584,0.8844846705496835,3.8109821503971877,0.2320883792271944,0.0570063591003418
43,7,single,euclidean,0.7937035792522704,0.5243800848796948,0.2137209313951052,460.6560204191518,299,2.0397776611975584,1.215525587669833,4.810950024642554,0.25265811979826003,0.05797123908996582
44,6,average,euclidean,0.7292918352182894,0.7653959203936369,0.582518356318416,94.14777995118199,299,4.831912980373083,0.5842463938596543,3.5702350307970887,0.16364367858691142,0.06005454063415527
45,8,single,cosine,0.559971501902883,0.11002148071344374,0.7716503875177718,143.9542731256173,299,0.05872668186307728,0.4939298245357771,1.8852155867647284,0.2620017721066915,0.06026411056518555
46,5,single,euclidean,0.7299981985772561,0.5322353283279685,0.42713888082202656,461.79172592914557,299,2.0397776611975584,1.21551818870871,4.815175992186956,0.2524348415677313,0.05895519256591797
47,7,single,manhattan,0.7963250242720717,0.6409433329928272,0.2885422970658996,248.73131912677053,299,2.2121797674986174,0.8844854576367479,3.8113812836712184,0.23206428111137628,0.05616259574890137
48,10,ward,euclidean,0.64830046098603,0.5105865639524177,0.7362638292800172,32.7520095336418,299,23.49670732435429,0.25251558373184413,1.640620131222063,0.15391471732313605,0.06454706192016602
49,8,single,euclidean,0.8103672783390019,0.6377983082698833,0.24540966005252215,248.31355454152293,299,2.0397776611975584,0.8844846705496835,3.8109821503971877,0.2320883792271944,0.057044267654418945
50,8,complete,euclidean,0.7125376771369686,0.6838183088638684,0.5946784002085084,74.4207634352294,299,7.11729343829914,0.5685138259219734,3.397618921605436,0.16732713086409734,0.0557093620300293
51,8,single,euclidean,0.8103672783390019,0.6377983082698833,0.24540966005252215,248.31355454152293,299,2.0397776611975584,0.8844846705496835,3.8109821503971877,0.2320883792271944,0.06206655502319336
52,7,single,euclidean,0.7937035792522704,0.5243800848796948,0.2137209313951052,460.6560204191518,299,2.0397776611975584,1.215525587669833,4.810950024642554,0.25265811979826003,0.0596005916595459
53,8,single,euclidean,0.8103672783390019,0.6377983082698833,0.24540966005252215,248.31355454152293,299,2.0397776611975584,0.8844846705496835,3.8109821503971877,0.2320883792271944,0.05446934700012207
54,6,single,euclidean,0.7776534979071754,0.5275251096026387,0.26517973801501576,461.0737850043994,299,2.0397776611975584,1.215518588859929,4.813141744089778,0.25254161491343013,0.05814552307128906
55,10,single,euclidean,0.7878375087343823,0.6614449635549178,0.3274050818115567,85.84647786436956,299,2.0397776611975584,0.597887244970065,3.650469137849091,0.1637836733834668,0.060521841049194336
56,7,average,euclidean,0.7394097749364066,0.7415200368672998,0.5333428130827566,82.72282029728429,299,4.831912980373083,0.5820949603953091,3.5630493717208167,0.16336988339682088,0.05578351020812988
57,16,single,euclidean,0.7697932939913157,0.6000360488453237,0.3425721966784102,72.53610489070789,299,2.0397776611975584,0.5954008448884204,3.6305223768838495,0.16399867101199384,0.0656747817993164
58,8,single,manhattan,0.8103672783390019,0.6377983082698833,0.24540966005252218,248.31355454152293,299,2.2121797674986174,0.8844846705496835,3.8109821503971877,0.2320883792271944,0.060814619064331055
59,8,single,manhattan,0.8103672783390019,0.6377983082698833,0.24540966005252218,248.31355454152293,299,2.2121797674986174,0.8844846705496835,3.8109821503971877,0.2320883792271944,0.0579676628112793
60,9,single,manhattan,0.8063512245468255,0.7237710446843534,0.31101572891903206,89.8386745904399,299,2.2121797674986174,0.5986393640909539,3.6553162485926474,0.16377224934265958,0.05590486526489258
61,8,single,manhattan,0.8103672783390019,0.6377983082698833,0.24540966005252218,248.31355454152293,299,2.2121797674986174,0.8844846705496835,3.8109821503971877,0.2320883792271944,0.05857992172241211
62,7,single,manhattan,0.7963250242720717,0.6409433329928272,0.2885422970658996,248.73131912677053,299,2.2121797674986174,0.8844854576367479,3.8113812836712184,0.23206428111137628,0.05675983428955078
63,9,single,manhattan,0.8063512245468255,0.7237710446843534,0.31101572891903206,89.8386745904399,299,2.2121797674986174,0.5986393640909539,3.6553162485926474,0.16377224934265958,0.06307744979858398
64,8,single,manhattan,0.8103672783390019,0.6377983082698833,0.24540966005252218,248.31355454152293,299,2.2121797674986174,0.8844846705496835,3.8109821503971877,0.2320883792271944,0.0577855110168457
65,10,ward,euclidean,0.64830046098603,0.5105865639524177,0.7362638292800172,32.7520095336418,299,23.49670732435429,0.25251558373184413,1.640620131222063,0.15391471732313605,0.06071162223815918
66,9,single,manhattan,0.8063512245468255,0.7237710446843534,0.31101572891903206,89.8386745904399,299,2.2121797674986174,0.5986393640909539,3.6553162485926474,0.16377224934265958,0.061540842056274414
67,7,complete,manhattan,0.7130435188194705,0.7034254170688734,0.6049239192481589,83.35947558636217,299,9.899720974288877,0.5818678260052483,3.559104929137697,0.16348712319253264,0.0576932430267334
