status,dataset,algo,alpha,beta,gamma,silhouette,db_inv,sse_term,elapsed,silhouette_n,db_inv_n,sse_term_n
OK,clean_beers,HC,0.35,0.65,0.0,0.0,0.0,0.0,12.305038,0.0,0.0,0.0
OK,clean_beers,KMEANSPPS,0.35,0.65,0.0,0.0,0.0,4.758415883543421e-13,5.499495,0.0,0.0,0.314172218127551
OK,clean_flights,DBSCAN,0.35,0.65,0.0,0.0,0.0,0.0,4.769545,0.0,0.0,0.0
OK,clean_beers,KMEANSNF,0.35,0.65,0.0,0.0,0.0,4.3709480479492413e-13,19.861038,0.0,0.0,0.2885898326570621
OK,clean_flights,KMEANS,0.35,0.65,0.0,0.0,0.0,1.6302514893595799e-12,8.29047,0.0,0.0,0.6094160021154739
OK,clean_flights,GMM,0.35,0.65,0.0,0.47124639363747484,0.9629085640785587,6.817879594223086e-13,21.050998,0.999999999997878,0.9999999999989615,0.2548640471936206
OK,clean_flights,KMEANSPPS,0.35,0.65,0.0,0.0,0.0,1.5631940186722204e-12,13.270282,0.0,0.0,0.5843487680322713
OK,clean_hospital,DBSCAN,0.35,0.65,0.0,0.0,0.0,0.0,3.732535,0.0,0.0,0.0
OK,clean_hospital,HC,0.35,0.65,0.0,0.0,0.0,0.0,8.805142,0.0,0.0,0.0
OK,clean_hospital,GMM,0.35,0.65,0.0,0.3489388017572333,1.0133856724909853,5.966338534335591e-13,11.835575,0.9999999999971342,0.9999999999990131,0.36425997556245615
OK,clean_flights,HC,0.35,0.65,0.0,0.0,0.0,0.0,36.562118,0.0,0.0,0.0
OK,clean_hospital,KMEANS,0.35,0.65,0.0,0.0,0.0,5.878630915390204e-13,6.20346,0.0,0.0,0.35890520480148963
OK,clean_rayyan,DBSCAN,0.35,0.65,0.0,0.0,0.0,0.0,3.738685,0.0,0.0,0.0
OK,clean_hospital,KMEANSPPS,0.35,0.65,0.0,0.0,0.0,4.410916076835747e-13,6.907684,0.0,0.0,0.2692975219407589
OK,clean_hospital,KMEANSNF,0.35,0.65,0.0,0.0,0.0,3.957945082788683e-13,7.370165,0.0,0.0,0.2416425033271597
OK,clean_rayyan,KMEANS,0.35,0.65,0.0,0.0,0.0,7.211786723360092e-12,3.572927,0.0,0.0,0.8782238222096908
OK,clean_flights,KMEANSNF,0.35,0.65,0.0,0.0,0.0,5.59996493620929e-13,38.503842,0.0,0.0,0.20933630582065174
OK,clean_rayyan,HC,0.35,0.65,0.0,0.0,0.0,0.0,3.965706,0.0,0.0,0.0
OK,clean_rayyan,GMM,0.35,0.65,0.0,0.5406882915630535,2.099066479366884,1.3905543383430086e-12,4.875444,0.9999999999981506,0.9999999999995236,0.16933639233314413
OK,clean_beers,DBSCAN,0.5,0.2,0.3,0.0,0.0,0.0,2.467855,0.0,0.0,0.0
OK,clean_rayyan,KMEANSPPS,0.35,0.65,0.0,0.0,0.0,5.984435169636981e-12,2.818452,0.0,0.0,0.7287616411922928
OK,clean_rayyan,KMEANSNF,0.35,0.65,0.0,0.0,0.0,3.602673714908633e-12,3.320552,0.0,0.0,0.4387198348271878
OK,clean_beers,KMEANS,0.5,0.2,0.3,0.0,0.0,5.145883719137601e-13,6.574107,0.0,0.0,0.33975460359803983
OK,clean_beers,GMM,0.5,0.2,0.3,0.23241711174878305,0.8062802971477984,3.771427614651657e-13,13.408145,0.9999999999956973,0.9999999999987598,0.24900677204369823
OK,clean_beers,KMEANSPPS,0.5,0.2,0.3,0.0,0.0,4.821698595947055e-13,5.997035,0.0,0.0,0.3183504300811838
OK,clean_beers,HC,0.5,0.2,0.3,0.0,0.0,0.0,12.936447,0.0,0.0,0.0
OK,clean_flights,DBSCAN,0.5,0.2,0.3,0.0,0.0,0.0,4.61378,0.0,0.0,0.0
OK,clean_beers,KMEANSNF,0.5,0.2,0.3,0.0,0.0,4.3709480479492413e-13,21.275782,0.0,0.0,0.2885898326570621
OK,clean_flights,KMEANS,0.5,0.2,0.3,0.0,0.0,1.6302514893595799e-12,7.873726,0.0,0.0,0.6094160021154739
OK,clean_flights,GMM,0.5,0.2,0.3,0.47124639363747484,0.9629085640785587,6.817879594223086e-13,19.831274,0.999999999997878,0.9999999999989615,0.2548640471936206
OK,clean_flights,KMEANSPPS,0.5,0.2,0.3,0.0,0.0,1.449840247857992e-12,11.867574,0.0,0.0,0.5419751819412948
OK,clean_hospital,DBSCAN,0.5,0.2,0.3,0.0,0.0,0.0,3.912116,0.0,0.0,0.0
OK,clean_hospital,GMM,0.5,0.2,0.3,0.3489388017572333,1.0133856724909853,5.966338534335591e-13,9.156406,0.9999999999971342,0.9999999999990131,0.36425997556245615
OK,clean_hospital,HC,0.5,0.2,0.3,0.0,0.0,0.0,9.527958,0.0,0.0,0.0
OK,clean_flights,HC,0.5,0.2,0.3,0.0,0.0,0.0,34.680167,0.0,0.0,0.0
OK,clean_hospital,KMEANS,0.5,0.2,0.3,0.0,0.0,5.878630915390204e-13,5.911686,0.0,0.0,0.35890520480148963
OK,clean_hospital,KMEANSNF,0.5,0.2,0.3,0.0,0.0,3.957945082788683e-13,8.008255,0.0,0.0,0.2416425033271597
OK,clean_rayyan,DBSCAN,0.5,0.2,0.3,0.0,0.0,0.0,3.415221,0.0,0.0,0.0
OK,clean_hospital,KMEANSPPS,0.5,0.2,0.3,0.0,0.0,5.198064201294983e-13,7.866042,0.0,0.0,0.3173548949727242
OK,clean_rayyan,HC,0.5,0.2,0.3,0.0,0.0,0.0,4.284557,0.0,0.0,0.0
OK,clean_rayyan,KMEANS,0.5,0.2,0.3,0.0,0.0,7.211786723360092e-12,3.920447,0.0,0.0,0.8782238222096908
OK,clean_rayyan,GMM,0.5,0.2,0.3,0.5406882915630535,2.099066479366884,1.3905543383430086e-12,5.575742,0.9999999999981506,0.9999999999995236,0.16933639233314413
OK,clean_flights,KMEANSNF,0.5,0.2,0.3,0.0,0.0,5.59996493620929e-13,40.794231,0.0,0.0,0.20933630582065174
OK,clean_beers,DBSCAN,0.5,0.35,0.15,0.0,0.0,0.0,3.269606,0.0,0.0,0.0
OK,clean_rayyan,KMEANSPPS,0.5,0.2,0.3,0.0,0.0,5.493383525845275e-13,3.539515,0.0,0.0,0.06689632489136903
OK,clean_rayyan,KMEANSNF,0.5,0.2,0.3,0.0,0.0,3.602673714908633e-12,4.565493,0.0,0.0,0.4387198348271878
OK,clean_beers,KMEANS,0.5,0.35,0.15,0.0,0.0,5.145883719137601e-13,5.704627,0.0,0.0,0.33975460359803983
OK,clean_beers,GMM,0.5,0.35,0.15,0.23241711174878305,0.8062802971477984,3.771427614651657e-13,11.610675,0.9999999999956973,0.9999999999987598,0.24900677204369823
OK,clean_beers,HC,0.5,0.35,0.15,0.0,0.0,0.0,11.470559,0.0,0.0,0.0
OK,clean_beers,KMEANSPPS,0.5,0.35,0.15,0.0,0.0,4.036770917537069e-13,6.411486,0.0,0.0,0.26652594146331665
OK,clean_flights,DBSCAN,0.5,0.35,0.15,0.0,0.0,0.0,4.687261,0.0,0.0,0.0
OK,clean_beers,KMEANSNF,0.5,0.35,0.15,0.0,0.0,4.3709480479492413e-13,20.004081,0.0,0.0,0.2885898326570621
OK,clean_flights,KMEANS,0.5,0.35,0.15,0.0,0.0,1.6302514893595799e-12,8.228514,0.0,0.0,0.6094160021154739
OK,clean_flights,GMM,0.5,0.35,0.15,0.47124639363747484,0.9629085640785587,6.817879594223086e-13,19.929231,0.999999999997878,0.9999999999989615,0.2548640471936206
OK,clean_hospital,DBSCAN,0.5,0.35,0.15,0.0,0.0,0.0,3.521667,0.0,0.0,0.0
OK,clean_flights,KMEANSPPS,0.5,0.35,0.15,0.0,0.0,1.4986900609414988e-12,10.56909,0.0,0.0,0.5602360809423034
OK,clean_hospital,HC,0.5,0.35,0.15,0.0,0.0,0.0,9.410101,0.0,0.0,0.0
OK,clean_hospital,GMM,0.5,0.35,0.15,0.3489388017572333,1.0133856724909853,5.966338534335591e-13,10.089457,0.9999999999971342,0.9999999999990131,0.36425997556245615
OK,clean_flights,HC,0.5,0.35,0.15,0.0,0.0,0.0,34.717165,0.0,0.0,0.0
OK,clean_hospital,KMEANS,0.5,0.35,0.15,0.0,0.0,5.878630915390204e-13,6.101633,0.0,0.0,0.35890520480148963
OK,clean_hospital,KMEANSNF,0.5,0.35,0.15,0.0,0.0,3.957945082788683e-13,7.470037,0.0,0.0,0.2416425033271597
OK,clean_hospital,KMEANSPPS,0.5,0.35,0.15,0.0,0.0,5.410116798998388e-13,6.384986,0.0,0.0,0.3303012394707571
OK,clean_rayyan,DBSCAN,0.5,0.35,0.15,0.0,0.0,0.0,3.231208,0.0,0.0,0.0
OK,clean_rayyan,KMEANS,0.5,0.35,0.15,0.0,0.0,7.211786723360092e-12,3.7204,0.0,0.0,0.8782238222096908
OK,clean_rayyan,HC,0.5,0.35,0.15,0.0,0.0,0.0,4.214289,0.0,0.0,0.0
OK,clean_rayyan,GMM,0.5,0.35,0.15,0.5406882915630535,2.099066479366884,1.3905543383430086e-12,5.480165,0.9999999999981506,0.9999999999995236,0.16933639233314413
OK,clean_flights,KMEANSNF,0.5,0.35,0.15,0.0,0.0,5.59996493620929e-13,40.251521,0.0,0.0,0.20933630582065174
OK,clean_rayyan,KMEANSPPS,0.5,0.35,0.15,0.0,0.0,4.849898260772534e-12,3.637276,0.0,0.0,0.590602072868748
OK,clean_beers,DBSCAN,0.5,0.5,0.0,0.0,0.0,0.0,3.306073,0.0,0.0,0.0
OK,clean_rayyan,KMEANSNF,0.5,0.35,0.15,0.0,0.0,3.602673714908633e-12,4.282983,0.0,0.0,0.4387198348271878
OK,clean_beers,KMEANS,0.5,0.5,0.0,0.0,0.0,5.145883719137601e-13,5.713326,0.0,0.0,0.33975460359803983
OK,clean_beers,GMM,0.5,0.5,0.0,0.23241711174878305,0.8062802971477984,3.771427614651657e-13,11.070597,0.9999999999956973,0.9999999999987598,0.24900677204369823
OK,clean_beers,HC,0.5,0.5,0.0,0.0,0.0,0.0,11.23897,0.0,0.0,0.0
OK,clean_beers,KMEANSPPS,0.5,0.5,0.0,0.0,0.0,4.5130565951012613e-13,6.188271,0.0,0.0,0.2979724840617113
OK,clean_flights,DBSCAN,0.5,0.5,0.0,0.0,0.0,0.0,4.774488,0.0,0.0,0.0
OK,clean_beers,KMEANSNF,0.5,0.5,0.0,0.0,0.0,4.3709480479492413e-13,19.420424,0.0,0.0,0.2885898326570621
OK,clean_flights,KMEANS,0.5,0.5,0.0,0.0,0.0,1.6302514893595799e-12,8.237758,0.0,0.0,0.6094160021154739
OK,clean_flights,GMM,0.5,0.5,0.0,0.47124639363747484,0.9629085640785587,6.817879594223086e-13,19.803558,0.999999999997878,0.9999999999989615,0.2548640471936206
OK,clean_flights,KMEANSPPS,0.5,0.5,0.0,0.0,0.0,1.4656054148076691e-12,10.206575,0.0,0.0,0.5478684720734385
OK,clean_hospital,DBSCAN,0.5,0.5,0.0,0.0,0.0,0.0,3.645953,0.0,0.0,0.0
OK,clean_hospital,GMM,0.5,0.5,0.0,0.3489388017572333,1.0133856724909853,5.966338534335591e-13,9.794427,0.9999999999971342,0.9999999999990131,0.36425997556245615
OK,clean_hospital,HC,0.5,0.5,0.0,0.0,0.0,0.0,9.477979,0.0,0.0,0.0
OK,clean_flights,HC,0.5,0.5,0.0,0.0,0.0,0.0,34.4008,0.0,0.0,0.0
OK,clean_hospital,KMEANS,0.5,0.5,0.0,0.0,0.0,5.878630915390204e-13,5.901084,0.0,0.0,0.35890520480148963
OK,clean_hospital,KMEANSNF,0.5,0.5,0.0,0.0,0.0,3.957945082788683e-13,7.728684,0.0,0.0,0.2416425033271597
OK,clean_rayyan,DBSCAN,0.5,0.5,0.0,0.0,0.0,0.0,3.221004,0.0,0.0,0.0
OK,clean_hospital,KMEANSPPS,0.5,0.5,0.0,0.0,0.0,4.600764214046649e-13,7.238502,0.0,0.0,0.28088822827145854
OK,clean_rayyan,GMM,0.5,0.5,0.0,0.5406882915630535,2.099066479366884,1.3905543383430086e-12,5.26364,0.9999999999981506,0.9999999999995236,0.16933639233314413
OK,clean_rayyan,HC,0.5,0.5,0.0,0.0,0.0,0.0,4.310099,0.0,0.0,0.0
OK,clean_rayyan,KMEANS,0.5,0.5,0.0,0.0,0.0,7.211786723360092e-12,3.880885,0.0,0.0,0.8782238222096908
OK,clean_flights,KMEANSNF,0.5,0.5,0.0,0.0,0.0,5.59996493620929e-13,38.413729,0.0,0.0,0.20933630582065174
OK,clean_rayyan,KMEANSPPS,0.5,0.5,0.0,0.0,0.0,3.042899265892629e-12,2.301659,0.0,0.0,0.37055264200134247
OK,clean_beers,DBSCAN,0.65,0.2,0.15,0.0,0.0,0.0,2.381529,0.0,0.0,0.0
OK,clean_rayyan,KMEANSNF,0.5,0.5,0.0,0.0,0.0,3.602673714908633e-12,3.632259,0.0,0.0,0.4387198348271878
OK,clean_beers,KMEANS,0.65,0.2,0.15,0.0,0.0,5.145883719137601e-13,6.410002,0.0,0.0,0.33975460359803983
OK,clean_beers,HC,0.65,0.2,0.15,0.0,0.0,0.0,11.799976,0.0,0.0,0.0
OK,clean_beers,GMM,0.65,0.2,0.15,0.23241711174878305,0.8062802971477984,3.771427614651657e-13,13.440236,0.9999999999956973,0.9999999999987598,0.24900677204369823
OK,clean_beers,KMEANSPPS,0.65,0.2,0.15,0.0,0.0,4.873879078104437e-13,6.269877,0.0,0.0,0.3217956223938284
OK,clean_flights,DBSCAN,0.65,0.2,0.15,0.0,0.0,0.0,4.834582,0.0,0.0,0.0
OK,clean_beers,KMEANSNF,0.65,0.2,0.15,0.0,0.0,4.3709480479492413e-13,22.429774,0.0,0.0,0.2885898326570621
OK,clean_flights,KMEANS,0.65,0.2,0.15,0.0,0.0,1.6302514893595799e-12,8.024921,0.0,0.0,0.6094160021154739
OK,clean_flights,GMM,0.65,0.2,0.15,0.47124639363747484,0.9629085640785587,6.817879594223086e-13,19.057055,0.999999999997878,0.9999999999989615,0.2548640471936206
OK,clean_hospital,DBSCAN,0.65,0.2,0.15,0.0,0.0,0.0,3.567382,0.0,0.0,0.0
OK,clean_flights,KMEANSPPS,0.65,0.2,0.15,0.0,0.0,1.4308554341369017e-12,11.68212,0.0,0.0,0.534878332556812
OK,clean_hospital,GMM,0.65,0.2,0.15,0.3489388017572333,1.0133856724909853,5.966338534335591e-13,11.007257,0.9999999999971342,0.9999999999990131,0.36425997556245615
OK,clean_hospital,HC,0.65,0.2,0.15,0.0,0.0,0.0,9.742958,0.0,0.0,0.0
OK,clean_flights,HC,0.65,0.2,0.15,0.0,0.0,0.0,33.57856,0.0,0.0,0.0
OK,clean_hospital,KMEANS,0.65,0.2,0.15,0.0,0.0,5.878630915390204e-13,5.656096,0.0,0.0,0.35890520480148963
OK,clean_hospital,KMEANSNF,0.65,0.2,0.15,0.0,0.0,3.957945082788683e-13,7.415878,0.0,0.0,0.2416425033271597
OK,clean_hospital,KMEANSPPS,0.65,0.2,0.15,0.0,0.0,4.840572387365683e-13,7.336682,0.0,0.0,0.29552912047865815
OK,clean_rayyan,DBSCAN,0.65,0.2,0.15,0.0,0.0,0.0,3.101746,0.0,0.0,0.0
OK,clean_rayyan,HC,0.65,0.2,0.15,0.0,0.0,0.0,4.092576,0.0,0.0,0.0
OK,clean_rayyan,KMEANS,0.65,0.2,0.15,0.0,0.0,7.211786723360092e-12,3.814502,0.0,0.0,0.8782238222096908
OK,clean_rayyan,GMM,0.65,0.2,0.15,0.5406882915630535,2.099066479366884,1.3905543383430086e-12,5.239533,0.9999999999981506,0.9999999999995236,0.16933639233314413
OK,clean_flights,KMEANSNF,0.65,0.2,0.15,0.0,0.0,5.59996493620929e-13,36.338538,0.0,0.0,0.20933630582065174
OK,clean_rayyan,KMEANSPPS,0.65,0.2,0.15,0.0,0.0,6.495914917081791e-13,2.834113,0.0,0.0,0.07910476898532745
OK,clean_beers,DBSCAN,0.65,0.35,0.0,0.0,0.0,0.0,2.51992,0.0,0.0,0.0
OK,clean_rayyan,KMEANSNF,0.65,0.2,0.15,0.0,0.0,3.602673714908633e-12,4.220369,0.0,0.0,0.4387198348271878
OK,clean_beers,KMEANS,0.65,0.35,0.0,0.0,0.0,5.145883719137601e-13,6.071617,0.0,0.0,0.33975460359803983
OK,clean_beers,KMEANSPPS,0.65,0.35,0.0,0.0,0.0,1.680877659282487e-13,5.062833,0.0,0.0,0.11097917364561646
OK,clean_beers,HC,0.65,0.35,0.0,0.0,0.0,0.0,11.603165,0.0,0.0,0.0
OK,clean_beers,GMM,0.65,0.35,0.0,0.23241711174878305,0.8062802971477984,3.771427614651657e-13,13.982431,0.9999999999956973,0.9999999999987598,0.24900677204369823
OK,clean_flights,DBSCAN,0.65,0.35,0.0,0.0,0.0,0.0,5.016511,0.0,0.0,0.0
OK,clean_beers,KMEANSNF,0.65,0.35,0.0,0.0,0.0,4.3709480479492413e-13,17.109496,0.0,0.0,0.2885898326570621
OK,clean_flights,KMEANS,0.65,0.35,0.0,0.0,0.0,1.6302514893595799e-12,8.639835,0.0,0.0,0.6094160021154739
OK,clean_flights,GMM,0.65,0.35,0.0,0.47124639363747484,0.9629085640785587,6.817879594223086e-13,20.906372,0.999999999997878,0.9999999999989615,0.2548640471936206
OK,clean_flights,KMEANSPPS,0.65,0.35,0.0,0.0,0.0,1.4335199693960021e-12,11.406602,0.0,0.0,0.5358743815932306
OK,clean_hospital,DBSCAN,0.65,0.35,0.0,0.0,0.0,0.0,3.775768,0.0,0.0,0.0
OK,clean_hospital,HC,0.65,0.35,0.0,0.0,0.0,0.0,9.102631,0.0,0.0,0.0
OK,clean_hospital,GMM,0.65,0.35,0.0,0.3489388017572333,1.0133856724909853,5.966338534335591e-13,10.447246,0.9999999999971342,0.9999999999990131,0.36425997556245615
OK,clean_flights,HC,0.65,0.35,0.0,0.0,0.0,0.0,34.945688,0.0,0.0,0.0
OK,clean_hospital,KMEANS,0.65,0.35,0.0,0.0,0.0,5.878630915390204e-13,5.93715,0.0,0.0,0.35890520480148963
OK,clean_hospital,KMEANSNF,0.65,0.35,0.0,0.0,0.0,3.957945082788683e-13,7.1401,0.0,0.0,0.2416425033271597
OK,clean_rayyan,DBSCAN,0.65,0.35,0.0,0.0,0.0,0.0,3.289392,0.0,0.0,0.0
OK,clean_hospital,KMEANSPPS,0.65,0.35,0.0,0.0,0.0,3.72257780156815e-13,6.963348,0.0,0.0,0.22727273875342677
OK,clean_flights,KMEANSNF,0.65,0.35,0.0,0.0,0.0,5.59996493620929e-13,37.301092,0.0,0.0,0.20933630582065174
OK,clean_rayyan,KMEANS,0.65,0.35,0.0,0.0,0.0,7.211786723360092e-12,2.366799,0.0,0.0,0.8782238222096908
OK,clean_rayyan,HC,0.65,0.35,0.0,0.0,0.0,0.0,2.957889,0.0,0.0,0.0
OK,clean_rayyan,GMM,0.65,0.35,0.0,0.5406882915630535,2.099066479366884,1.3905543383430086e-12,4.321903,0.9999999999981506,0.9999999999995236,0.16933639233314413
OK,clean_rayyan,KMEANSNF,0.65,0.35,0.0,0.0,0.0,3.602673714908633e-12,3.690109,0.0,0.0,0.4387198348271878
OK,clean_rayyan,KMEANSPPS,0.65,0.35,0.0,0.0,0.0,2.8039792709932954e-12,2.384369,0.0,0.0,0.34145787822482143
OK,clean_beers,DBSCAN,0.8,0.2,-0.0,0.0,0.0,0.0,2.355337,0.0,0.0,0.0
OK,clean_beers,KMEANS,0.8,0.2,-0.0,0.0,0.0,5.145883719137601e-13,5.619731,0.0,0.0,0.33975460359803983
OK,clean_beers,GMM,0.8,0.2,-0.0,0.23241711174878305,0.8062802971477984,3.771427614651657e-13,11.258224,0.9999999999956973,0.9999999999987598,0.24900677204369823
OK,clean_beers,KMEANSPPS,0.8,0.2,-0.0,0.0,0.0,2.2082335959794364e-13,5.914392,0.0,0.0,0.1457976065925569
OK,clean_beers,HC,0.8,0.2,-0.0,0.0,0.0,0.0,12.684877,0.0,0.0,0.0
OK,clean_flights,DBSCAN,0.8,0.2,-0.0,0.0,0.0,0.0,4.643063,0.0,0.0,0.0
OK,clean_beers,KMEANSNF,0.8,0.2,-0.0,0.0,0.0,4.3709480479492413e-13,19.987941,0.0,0.0,0.2885898326570621
OK,clean_flights,KMEANS,0.8,0.2,-0.0,0.0,0.0,1.6302514893595799e-12,8.319276,0.0,0.0,0.6094160021154739
OK,clean_flights,GMM,0.8,0.2,-0.0,0.47124639363747484,0.9629085640785587,6.817879594223086e-13,20.684013,0.999999999997878,0.9999999999989615,0.2548640471936206
OK,clean_flights,KMEANSPPS,0.8,0.2,-0.0,0.0,0.0,1.492472812003598e-12,10.132268,0.0,0.0,0.5579119665239931
OK,clean_hospital,DBSCAN,0.8,0.2,-0.0,0.0,0.0,0.0,3.730304,0.0,0.0,0.0
OK,clean_hospital,GMM,0.8,0.2,-0.0,0.3489388017572333,1.0133856724909853,5.966338534335591e-13,11.128928,0.9999999999971342,0.9999999999990131,0.36425997556245615
OK,clean_hospital,HC,0.8,0.2,-0.0,0.0,0.0,0.0,9.617553,0.0,0.0,0.0
OK,clean_flights,HC,0.8,0.2,-0.0,0.0,0.0,0.0,35.31662,0.0,0.0,0.0
OK,clean_hospital,KMEANS,0.8,0.2,-0.0,0.0,0.0,5.878630915390204e-13,6.050234,0.0,0.0,0.35890520480148963
OK,clean_hospital,KMEANSNF,0.8,0.2,-0.0,0.0,0.0,3.957945082788683e-13,7.084384,0.0,0.0,0.2416425033271597
OK,clean_rayyan,DBSCAN,0.8,0.2,-0.0,0.0,0.0,0.0,3.256378,0.0,0.0,0.0
OK,clean_hospital,KMEANSPPS,0.8,0.2,-0.0,0.0,0.0,5.846434447676074e-13,8.712502,0.0,0.0,0.3569395294588564
OK,clean_rayyan,GMM,0.8,0.2,-0.0,0.5406882915630535,2.099066479366884,1.3905543383430086e-12,5.244346,0.9999999999981506,0.9999999999995236,0.16933639233314413
OK,clean_rayyan,HC,0.8,0.2,-0.0,0.0,0.0,0.0,4.440852,0.0,0.0,0.0
OK,clean_rayyan,KMEANS,0.8,0.2,-0.0,0.0,0.0,7.211786723360092e-12,3.583311,0.0,0.0,0.8782238222096908
OK,clean_flights,KMEANSNF,0.8,0.2,-0.0,0.0,0.0,5.59996493620929e-13,40.822109,0.0,0.0,0.20933630582065174
OK,clean_rayyan,KMEANSPPS,0.8,0.2,-0.0,0.0,0.0,2.311928426479426e-12,3.418162,0.0,0.0,0.2815378071014286
OK,clean_rayyan,KMEANSNF,0.8,0.2,-0.0,0.0,0.0,3.602673714908633e-12,4.10979,0.0,0.0,0.4387198348271878
